id	SAMPLE_NAME	sample_type	Plot_ID	COLLECTION_DATE	Year	Plot	Altitude	Average_slope	Exposition	Min_radiation	Max_radiation	Average_radiation	Soil_thickness	Soil_type	Soil_depth	Hydromorphie	Hydromorphie_code	Geology	Must_Oechsle	Wine_Tartatic_Acid	Wine_Malic_Acid	Wine_Glucose	Wine_Fructose	Wine_Lactic_Acid	Wien_Glycerol	Wine_Acetic_Acid
364525_190-LP3-ITS-0190	Lavaux_2021-09-30_must_Plot20_Row3/Vine20_ID201	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364525_053-LP3-ITS-0053	Lavaux_2021-09-30_must_Plot20_Row4/Vine10_ID202	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364525_011-LP3-ITS-0011	Lavaux_2021-09-30_must_Plot20_Row4/Vine30_ID203	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364525_083-LP3-ITS-0083	Lavaux_2021-09-30_must_Plot20_Row5/Vine20_ID204	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364526_319-LP3-ITS-0895	Lavaux_2021-09-30_must_Plot20_Row6/Vine10_ID205	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364526_334-LP3-ITS-0910	Lavaux_2021-09-30_must_Plot20_Row6/Vine30_ID206	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364526_338-LP3-ITS-0914	Lavaux_2021-09-30_must_Plot20_Row7/Vine20_ID207	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364525_040-LP3-ITS-0040	Lavaux_2021-09-30_must_Plot20_Row8/Vine11_ID208	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364525_021-LP3-ITS-0021	Lavaux_2021-09-30_must_Plot20_Row8/Vine30_ID209	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364525_085-LP3-ITS-0085	Lavaux_2021-09-30_must_Plot20_Row9/Vine20_ID210	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364525_007-LP3-ITS-0007	Lavaux_2021-09-30_must_Plot20_Row10/Vine10_ID211	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364525_147-LP3-ITS-0147	Lavaux_2021-09-30_must_Plot20_Row10/Vine30_ID212	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364525_010-LP3-ITS-0010	Lavaux_2021-09-30_must_Plot20_Row11/Vine20_ID213	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364525_055-LP3-ITS-0055	Lavaux_2021-09-30_must_Plot20_Row12/Vine11_ID214	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364525_045-LP3-ITS-0045	Lavaux_2021-09-30_must_Plot20_Row13/Vine20_ID215	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364526_331-LP3-ITS-0907	Lavaux_2021-09-30_must_Plot20_Row14/Vine10_ID216	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364525_104-LP3-ITS-0104	Lavaux_2021-09-30_must_Plot20_Row15/Vine5_ID217	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364525_102-LP3-ITS-0102	Lavaux_2021-09-30_must_Plot20_Row16/Vine10_ID218	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364526_324-LP3-ITS-0900	Lavaux_2021-09-30_must_Plot20_Row16/Vine20_ID219	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364525_321-LP3-ITS-0321	Lavaux_2021-08-31_soil_Plot4	soil	Lavaux_Plot_4	2021-08-31 00:00:00 +0200	2021	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	73.0	3.38	0.09	0.35	0.31	1.77	7.84	0.86
364526_259-LP3-ITS-0835	Lavaux_2021-08-31_soil_Plot5	soil	Lavaux_Plot_5	2021-08-31 00:00:00 +0200	2021	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	75.0	2.9	0.06	0.34	0.3	1.62	7.45	0.63
364525_322-LP3-ITS-0322	Lavaux_2021-08-31_soil_Plot9	soil	Lavaux_Plot_9	2021-08-31 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364525_324-LP3-ITS-0324	Lavaux_2021-08-31_soil_Plot11	soil	Lavaux_Plot_11	2021-08-31 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_381-LP3-ITS-0381	Lavaux_2021-08-31_soil_Plot12	soil	Lavaux_Plot_12	2021-08-31 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_303-LP3-ITS-0303	Lavaux_2021-08-31_soil_Plot13	soil	Lavaux_Plot_13	2021-08-31 00:00:00 +0200	2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	75.0	2.61	0.09	0.33	0.28	1.53	7.13	0.68
364526_054-LP3-ITS-0630	Lavaux_2021-08-31_soil_Plot14	soil	Lavaux_Plot_14	2021-08-31 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364526_053-LP3-ITS-0629	Lavaux_2021-08-31_soil_Plot15	soil	Lavaux_Plot_15	2021-08-31 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_325-LP3-ITS-0325	Lavaux_2021-08-31_soil_Plot18	soil	Lavaux_Plot_18	2021-08-31 00:00:00 +0200	2021	18	470	25	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	69.0	3.1	0.06	0.33	0.27	1.59	7.39	1.19
364525_306-LP3-ITS-0306	Lavaux_2021-08-31_soil_Plot19	soil	Lavaux_Plot_19	2021-08-31 00:00:00 +0200	2021	19	510	50	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	68.0	3.78	0.06	0.33	0.28	1.58	7.26	1.02
364525_299-LP3-ITS-0299	Lavaux_2021-08-31_soil_Plot20	soil	Lavaux_Plot_20	2021-08-31 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364525_323-LP3-ITS-0323	Lavaux_2021-08-31_soil_Plot17	soil	Lavaux_Plot_17	2021-08-31 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_318-LP3-ITS-0318	Lavaux_2022-03-08_soil_Plot4	soil	Lavaux_Plot_4	08.03.2022	2022	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	80.0	1.3	0.05	0.2	0.2	0.52	4.73	0.33
364525_307-LP3-ITS-0307	Lavaux_2022-03-08_soil_Plot5	soil	Lavaux_Plot_5	08.03.2022	2022	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	81.0	1.03	0.05	0.2	0.2	1.01	5.13	0.76
364525_316-LP3-ITS-0316	Lavaux_2022-03-08_soil_Plot9	soil	Lavaux_Plot_9	08.03.2022	2022	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	76.0	1.12	0.05	0.2	0.2	0.58	4.75	0.71
364525_312-LP3-ITS-0312	Lavaux_2022-03-08_soil_Plot11	soil	Lavaux_Plot_11	08.03.2022	2022	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine								
364525_311-LP3-ITS-0311	Lavaux_2022-03-08_soil_Plot12	soil	Lavaux_Plot_12	08.03.2022	2022	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	71.0	1.57	0.05	0.2	0.2	0.61	4.56	0.29
364525_309-LP3-ITS-0309	Lavaux_2022-03-08_soil_Plot13	soil	Lavaux_Plot_13	08.03.2022	2022	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	74.0	1.13	0.05	0.2	0.2	0.56	4.19	0.23
364525_304-LP3-ITS-0304	Lavaux_2022-03-08_soil_Plot14	soil	Lavaux_Plot_14	08.03.2022	2022	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	84.0	1.38	0.05	0.2	0.2	0.52	4.8	0.6
364525_313-LP3-ITS-0313	Lavaux_2022-03-08_soil_Plot15	soil	Lavaux_Plot_15	08.03.2022	2022	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	75.0	1.66	0.05	0.2	0.2	0.44	4.53	0.37
364525_314-LP3-ITS-0314	Lavaux_2022-03-08_soil_Plot18	soil	Lavaux_Plot_18	08.03.2022	2022	18	470	25	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine								
364525_300-LP3-ITS-0300	Lavaux_2022-03-08_soil_Plot19	soil	Lavaux_Plot_19	08.03.2022	2022	19	510	50	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	73.0	0.81	0.05	0.2	0.2	0.81	4.54	0.43
364525_301-LP3-ITS-0301	Lavaux_2022-03-08_soil_Plot20	soil	Lavaux_Plot_20	08.03.2022	2022	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	82.0	1.4	0.05	0.2	0.2	0.5	4.72	0.36
364525_305-LP3-ITS-0305	Lavaux_2022-03-08_soil_Plot17	soil	Lavaux_Plot_17	08.03.2022	2022	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	81.0	0.97	0.05	0.2	1.44	0.94	5.15	0.95
364526_272-LP3-ITS-0848	Lavaux_2022-08-10_bark_Plot4	bark	Lavaux_Plot_4	10.08.2022	2022	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	80.0	1.3	0.05	0.2	0.2	0.52	4.73	0.33
364526_273-LP3-ITS-0849	Lavaux_2022-08-10_bark_Plot5	bark	Lavaux_Plot_5	10.08.2022	2022	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	81.0	1.03	0.05	0.2	0.2	1.01	5.13	0.76
364526_268-LP3-ITS-0844	Lavaux_2022-08-10_bark_Plot9	bark	Lavaux_Plot_9	10.08.2022	2022	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	76.0	1.12	0.05	0.2	0.2	0.58	4.75	0.71
364526_270-LP3-ITS-0846	Lavaux_2022-08-10_bark_Plot11	bark	Lavaux_Plot_11	10.08.2022	2022	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine								
364526_271-LP3-ITS-0847	Lavaux_2022-08-10_bark_Plot12	bark	Lavaux_Plot_12	10.08.2022	2022	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	71.0	1.57	0.05	0.2	0.2	0.61	4.56	0.29
364526_281-LP3-ITS-0857	Lavaux_2022-08-10_bark_Plot13	bark	Lavaux_Plot_13	10.08.2022	2022	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	74.0	1.13	0.05	0.2	0.2	0.56	4.19	0.23
364526_267-LP3-ITS-0843	Lavaux_2022-08-10_bark_Plot14	bark	Lavaux_Plot_14	10.08.2022	2022	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	84.0	1.38	0.05	0.2	0.2	0.52	4.8	0.6
364526_279-LP3-ITS-0855	Lavaux_2022-08-10_bark_Plot15	bark	Lavaux_Plot_15	10.08.2022	2022	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	75.0	1.66	0.05	0.2	0.2	0.44	4.53	0.37
364526_269-LP3-ITS-0845	Lavaux_2022-08-10_bark_Plot19	bark	Lavaux_Plot_19	10.08.2022	2022	19	510	50	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	73.0	0.81	0.05	0.2	0.2	0.81	4.54	0.43
364526_274-LP3-ITS-0850	Lavaux_2022-08-10_bark_Plot20	bark	Lavaux_Plot_20	10.08.2022	2022	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	82.0	1.4	0.05	0.2	0.2	0.5	4.72	0.36
364525_326-LP3-ITS-0326	Lavaux_2022-08-10_bark_Plot17	bark	Lavaux_Plot_17	10.08.2022	2022	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	81.0	0.97	0.05	0.2	1.44	0.94	5.15	0.95
364525_255-LP3-ITS-0255	Lavaux_2022-08-10_must_Plot4	must	Lavaux_Plot_4	10.08.2022	2022	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	80.0	1.3	0.05	0.2	0.2	0.52	4.73	0.33
364525_263-LP3-ITS-0263	Lavaux_2022-08-10_must_Plot5	must	Lavaux_Plot_5	10.08.2022	2022	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	81.0	1.03	0.05	0.2	0.2	1.01	5.13	0.76
364525_271-LP3-ITS-0271	Lavaux_2022-08-10_must_Plot9	must	Lavaux_Plot_9	10.08.2022	2022	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	76.0	1.12	0.05	0.2	0.2	0.58	4.75	0.71
364525_279-LP3-ITS-0279	Lavaux_2022-08-10_must_Plot11	must	Lavaux_Plot_11	10.08.2022	2022	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine								
364525_287-LP3-ITS-0287	Lavaux_2022-08-10_must_Plot12	must	Lavaux_Plot_12	10.08.2022	2022	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	71.0	1.57	0.05	0.2	0.2	0.61	4.56	0.29
364525_200-LP3-ITS-0200	Lavaux_2022-08-10_must_Plot13	must	Lavaux_Plot_13	10.08.2022	2022	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	74.0	1.13	0.05	0.2	0.2	0.56	4.19	0.23
364525_208-LP3-ITS-0208	Lavaux_2022-08-10_must_Plot14	must	Lavaux_Plot_14	10.08.2022	2022	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	84.0	1.38	0.05	0.2	0.2	0.52	4.8	0.6
364525_216-LP3-ITS-0216	Lavaux_2022-08-10_must_Plot15	must	Lavaux_Plot_15	10.08.2022	2022	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	75.0	1.66	0.05	0.2	0.2	0.44	4.53	0.37
364525_248-LP3-ITS-0248	Lavaux_2022-08-10_must_Plot19	must	Lavaux_Plot_19	10.08.2022	2022	19	510	50	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	73.0	0.81	0.05	0.2	0.2	0.81	4.54	0.43
364525_256-LP3-ITS-0256	Lavaux_2022-08-10_must_Plot20	must	Lavaux_Plot_20	10.08.2022	2022	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	82.0	1.4	0.05	0.2	0.2	0.5	4.72	0.36
364525_224-LP3-ITS-0224	Lavaux_2022-08-10_must_Plot17	must	Lavaux_Plot_17	10.08.2022	2022	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	81.0	0.97	0.05	0.2	1.44	0.94	5.15	0.95
364525_296-LP3-ITS-0296	Lavaux_2022-08-10_soil_Plot4	soil	Lavaux_Plot_4	10.08.2022	2022	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	80.0	1.3	0.05	0.2	0.2	0.52	4.73	0.33
364525_290-LP3-ITS-0290	Lavaux_2022-08-10_soil_Plot5	soil	Lavaux_Plot_5	10.08.2022	2022	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	81.0	1.03	0.05	0.2	0.2	1.01	5.13	0.76
364525_302-LP3-ITS-0302	Lavaux_2022-08-10_soil_Plot9	soil	Lavaux_Plot_9	10.08.2022	2022	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	76.0	1.12	0.05	0.2	0.2	0.58	4.75	0.71
364525_291-LP3-ITS-0291	Lavaux_2022-08-10_soil_Plot11	soil	Lavaux_Plot_11	10.08.2022	2022	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine								
364525_298-LP3-ITS-0298	Lavaux_2022-08-10_soil_Plot12	soil	Lavaux_Plot_12	10.08.2022	2022	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	71.0	1.57	0.05	0.2	0.2	0.61	4.56	0.29
364525_292-LP3-ITS-0292	Lavaux_2022-08-10_soil_Plot13	soil	Lavaux_Plot_13	10.08.2022	2022	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	74.0	1.13	0.05	0.2	0.2	0.56	4.19	0.23
364525_293-LP3-ITS-0293	Lavaux_2022-08-10_soil_Plot14	soil	Lavaux_Plot_14	10.08.2022	2022	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	84.0	1.38	0.05	0.2	0.2	0.52	4.8	0.6
364525_295-LP3-ITS-0295	Lavaux_2022-08-10_soil_Plot15	soil	Lavaux_Plot_15	10.08.2022	2022	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	75.0	1.66	0.05	0.2	0.2	0.44	4.53	0.37
364525_297-LP3-ITS-0297	Lavaux_2022-08-10_soil_Plot19	soil	Lavaux_Plot_19	10.08.2022	2022	19	510	50	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	73.0	0.81	0.05	0.2	0.2	0.81	4.54	0.43
364525_294-LP3-ITS-0294	Lavaux_2022-08-10_soil_Plot20	soil	Lavaux_Plot_20	10.08.2022	2022	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	82.0	1.4	0.05	0.2	0.2	0.5	4.72	0.36
364525_289-LP3-ITS-0289	Lavaux_2022-08-10_soil_Plot17	soil	Lavaux_Plot_17	10.08.2022	2022	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	81.0	0.97	0.05	0.2	1.44	0.94	5.15	0.95
364525_211-LP3-ITS-0211	Lavaux_2022-09-09_must_Plot4_RepA	must	Lavaux_Plot_4	09.09.2022	2022	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	80.0	1.3	0.05	0.2	0.2	0.52	4.73	0.33
364525_219-LP3-ITS-0219	Lavaux_2022-09-09_must_Plot4_RepB	must	Lavaux_Plot_4	09.09.2022	2022	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	80.0	1.3	0.05	0.2	0.2	0.52	4.73	0.33
364525_227-LP3-ITS-0227	Lavaux_2022-09-09_must_Plot4_RepC	must	Lavaux_Plot_4	09.09.2022	2022	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	80.0	1.3	0.05	0.2	0.2	0.52	4.73	0.33
364525_235-LP3-ITS-0235	Lavaux_2022-09-09_must_Plot4_RepD	must	Lavaux_Plot_4	09.09.2022	2022	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	80.0	1.3	0.05	0.2	0.2	0.52	4.73	0.33
364525_243-LP3-ITS-0243	Lavaux_2022-09-09_must_Plot4_RepE	must	Lavaux_Plot_4	09.09.2022	2022	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	80.0	1.3	0.05	0.2	0.2	0.52	4.73	0.33
364525_251-LP3-ITS-0251	Lavaux_2022-09-09_must_Plot5_RepA	must	Lavaux_Plot_5	09.09.2022	2022	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	81.0	1.03	0.05	0.2	0.2	1.01	5.13	0.76
364525_259-LP3-ITS-0259	Lavaux_2022-09-09_must_Plot5_RepB	must	Lavaux_Plot_5	09.09.2022	2022	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	81.0	1.03	0.05	0.2	0.2	1.01	5.13	0.76
364525_267-LP3-ITS-0267	Lavaux_2022-09-09_must_Plot5_RepC	must	Lavaux_Plot_5	09.09.2022	2022	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	81.0	1.03	0.05	0.2	0.2	1.01	5.13	0.76
364525_275-LP3-ITS-0275	Lavaux_2022-09-09_must_Plot5_RepD	must	Lavaux_Plot_5	09.09.2022	2022	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	81.0	1.03	0.05	0.2	0.2	1.01	5.13	0.76
364525_283-LP3-ITS-0283	Lavaux_2022-09-09_must_Plot5_RepE	must	Lavaux_Plot_5	09.09.2022	2022	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	81.0	1.03	0.05	0.2	0.2	1.01	5.13	0.76
364525_196-LP3-ITS-0196	Lavaux_2022-09-09_must_Plot9_RepA	must	Lavaux_Plot_9	09.09.2022	2022	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	76.0	1.12	0.05	0.2	0.2	0.58	4.75	0.71
364525_204-LP3-ITS-0204	Lavaux_2022-09-09_must_Plot9_RepB	must	Lavaux_Plot_9	09.09.2022	2022	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	76.0	1.12	0.05	0.2	0.2	0.58	4.75	0.71
364525_212-LP3-ITS-0212	Lavaux_2022-09-09_must_Plot9_RepC	must	Lavaux_Plot_9	09.09.2022	2022	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	76.0	1.12	0.05	0.2	0.2	0.58	4.75	0.71
364525_220-LP3-ITS-0220	Lavaux_2022-09-09_must_Plot9_RepD	must	Lavaux_Plot_9	09.09.2022	2022	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	76.0	1.12	0.05	0.2	0.2	0.58	4.75	0.71
364525_228-LP3-ITS-0228	Lavaux_2022-09-09_must_Plot9_RepE	must	Lavaux_Plot_9	09.09.2022	2022	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	76.0	1.12	0.05	0.2	0.2	0.58	4.75	0.71
364525_236-LP3-ITS-0236	Lavaux_2022-09-09_must_Plot12_RepA	must	Lavaux_Plot_12	09.09.2022	2022	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	71.0	1.57	0.05	0.2	0.2	0.61	4.56	0.29
364525_244-LP3-ITS-0244	Lavaux_2022-09-09_must_Plot12_RepB	must	Lavaux_Plot_12	09.09.2022	2022	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	71.0	1.57	0.05	0.2	0.2	0.61	4.56	0.29
364525_252-LP3-ITS-0252	Lavaux_2022-09-09_must_Plot12_RepC	must	Lavaux_Plot_12	09.09.2022	2022	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	71.0	1.57	0.05	0.2	0.2	0.61	4.56	0.29
